UF,Code,State,Year,stategdp,population,health_insurance,hospitalbeds,icu,population65,doctors,gdp_pc,IMLEE,LSS,first_restriction,first_stringency_index,week_first_restriction,deaths_week13,cases_week13,first_death,first_1kcases,first_10cases_pc,first_100cases_pc,first_1death_pc,first_10death_pc,si2020,si2021,votes_left,votes_right,votes_null,share_votes_right,deaths2020,deaths2021,cases2020,cases2021,cases_pc2020,cases_pc2021,deaths_pc2020,deaths_pc2021
AC,12,ACRE,2012,8670638.34955019,758786.0,,18.4175141563926,1.24677259499145,4.480841765662519,7.88570514722438,11426.987779888123,,,2020-03-20,66.67,12,0,25,15,19,16,19,17,22,54.81631147540984,51.88183561643835,86977,294899,17253,0.7388563597232974,,,,,,,,
AC,12,ACRE,2013,9128245.04241888,776463.0,,17.2543583092965,1.74013536824618,4.378830671905809,8.08163998804162,11756.188050710569,,,2020-03-20,66.67,12,0,25,15,19,16,19,17,22,54.81631147540984,51.88183561643835,86977,294899,17253,0.7388563597232974,,,,,,,,
AC,12,ACRE,2014,9928216.5701109,790101.0,,16.7099896163424,1.78831922027653,4.4298134036028305,9.17073723154334,12565.75623889971,,,2020-03-20,66.67,12,0,25,15,19,16,19,17,22,54.81631147540984,51.88183561643835,86977,294899,17253,0.7388563597232974,,,,,,,,
AC,12,ACRE,2015,9342409.78559723,803513.0,,17.0431203268944,1.74749849198095,4.7292327566573285,9.39380640041363,11626.95536425326,,,2020-03-20,66.67,12,0,25,15,19,16,19,17,22,54.81631147540984,51.88183561643835,86977,294899,17253,0.7388563597232974,,,,,,,,
AC,12,ACRE,2016,8725471.25672021,816687.0,,17.2296282080594,1.69403781613648,5.020283168459887,9.58473960190506,10683.984509022685,,,2020-03-20,66.67,12,0,25,15,19,16,19,17,22,54.81631147540984,51.88183561643835,86977,294899,17253,0.7388563597232974,,,,,,,,
AC,12,ACRE,2017,8733872.87131381,829619.0,,16.9321596608664,1.6852373596495,5.303639381451004,9.66287079600416,10527.570934746926,,,2020-03-20,66.67,12,0,25,15,19,16,19,17,22,54.81631147540984,51.88183561643835,86977,294899,17253,0.7388563597232974,,,,,,,,
AC,12,ACRE,2018,8977965.75983122,869265.0,,16.7603281699674,1.62877066640591,5.982065308047604,9.48023138321839,10328.226443985688,7.15,,2020-03-20,66.67,12,0,25,15,19,16,19,17,22,54.81631147540984,51.88183561643835,86977,294899,17253,0.7388563597232974,,,,,,,,
AC,12,ACRE,2019,8782023.83762156,881935.0,1.7586330058337634,16.6546665381614,1.85954747231939,6.122900213734573,9.17679118453552,9957.676968962067,5.96,,2020-03-20,66.67,12,0,25,15,19,16,19,17,22,54.81631147540984,51.88183561643835,86977,294899,17253,0.7388563597232974,,,,,,,,
AC,12,ACRE,2020,8694793.53422665,894470.0,,17.6137824633582,3.02227389776441,6.484286784352745,9.80189385893322,9720.609449424408,3.11,2.4611928104575167,2020-03-20,66.67,12,0,25,15,19,16,19,17,22,54.81631147540984,51.88183561643835,86977,294899,17253,0.7388563597232974,795.0,,41627.0,,4719.96235550239,,90.14269759109231,
AC,12,ACRE,2021,9977503.52855799,906876.0,,17.9260082598576,4.49344783630838,5.513432927985744,10.1006091240699,11002.059298689115,3.94,4.041847310085084,2020-03-20,66.67,12,0,25,15,19,16,19,17,22,54.81631147540984,51.88183561643835,86977,294899,17253,0.7388563597232974,,1851.0,,88384.0,,10021.600231309563,,209.87941288190171
AL,27,ALAGOAS,2000,17946198.3372645,2738378.0,,,,,,6553.586954490761,,,2020-03-20,59.26,12,0,14,14,18,17,20,18,22,50.39363387978142,45.80712328767123,912034,610093,122332,0.37099921615558673,,,,,,,,
AL,27,ALAGOAS,2001,18275260.2087444,2856629.0,,,,,,6397.491661935938,,,2020-03-20,59.26,12,0,14,14,18,17,20,18,22,50.39363387978142,45.80712328767123,912034,610093,122332,0.37099921615558673,,,,,,,,
AL,27,ALAGOAS,2002,21917087.8816835,2887535.0,,,,,,7590.241462591275,,,2020-03-20,59.26,12,0,14,14,18,17,20,18,22,50.39363387978142,45.80712328767123,912034,610093,122332,0.37099921615558673,,,,,,,,
AL,27,ALAGOAS,2003,21020451.4659344,2917664.0,,,,,,7204.548387317524,,,2020-03-20,59.26,12,0,14,14,18,17,20,18,22,50.39363387978142,45.80712328767123,912034,610093,122332,0.37099921615558673,,,,,,,,
AL,27,ALAGOAS,2004,21703876.2447458,2980910.0,,,,,,7280.9565685464495,,,2020-03-20,59.26,12,0,14,14,18,17,20,18,22,50.39363387978142,45.80712328767123,912034,610093,122332,0.37099921615558673,,,,,,,,
AL,27,ALAGOAS,2005,22273357.3625295,3015912.0,,,,,,7385.280924154784,,,2020-03-20,59.26,12,0,14,14,18,17,20,18,22,50.39363387978142,45.80712328767123,912034,610093,122332,0.37099921615558673,,,,,,,,
AL,27,ALAGOAS,2006,23434865.6149026,3050652.0,,,,,,7681.920328802695,,,2020-03-20,59.26,12,0,14,14,18,17,20,18,22,50.39363387978142,45.80712328767123,912034,610093,122332,0.37099921615558673,,,,,,,,
AL,27,ALAGOAS,2007,25150456.8284146,,,,,,,,,,2020-03-20,59.26,12,0,14,14,18,17,20,18,22,50.39363387978142,45.80712328767123,912034,610093,122332,0.37099921615558673,,,,,,,,
AL,27,ALAGOAS,2008,25902817.0404978,3127560.0,,,,,,8282.116742923492,,,2020-03-20,59.26,12,0,14,14,18,17,20,18,22,50.39363387978142,45.80712328767123,912034,610093,122332,0.37099921615558673,,,,,,,,
AL,27,ALAGOAS,2009,26219352.3589599,3156108.0,,,,,,8307.495294508268,,,2020-03-20,59.26,12,0,14,14,18,17,20,18,22,50.39363387978142,45.80712328767123,912034,610093,122332,0.37099921615558673,,,,,,,,
AL,27,ALAGOAS,2010,27133038.0,,,19.6066927014882,1.57189407499197,,9.13826409489359,,,,2020-03-20,59.26,12,0,14,14,18,17,20,18,22,50.39363387978142,45.80712328767123,912034,610093,122332,0.37099921615558673,,,,,,,,
AL,27,ALAGOAS,2011,29226119.3129683,3143384.0,,19.4791562292743,1.70135978088166,,8.8778773751356,9297.661155292606,,,2020-03-20,59.26,12,0,14,14,18,17,20,18,22,50.39363387978142,45.80712328767123,912034,610093,122332,0.37099921615558673,,,,,,,,
